100,53798.572,39810.89876413815
1000,510851.29664526816,113523.20905922816
10000,5.606359472440945e6,382602.86304092704
100000,6.510287746753247e7,2.2865905256263874e6
1000000,8.41925314e8,5.139421154742607e7
